YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,59.6,59.6,,,56.9,62.2,1921,,65 or older,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q043,VALUE,50,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,58.1,58.1,,,55.5,60.6,2414,,,,Male,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q043,VALUE,50,Gender,Male,GEN,MALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,59.4,59.4,,,57.2,61.6,3378,,,,Female,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q043,VALUE,50,Gender,Female,GEN,FEMALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,58.8,58.8,,,57.1,60.4,5792,Total,,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q043,VALUE,50,Total,Total,OVR,OVERALL
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,23.0,23.0,,,21.5,24.5,5735,Total,,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Total,Total,OVR,OVERALL
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,23.4,23.4,,,21.1,25.8,2387,,,,Male,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Gender,Male,GEN,MALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,22.6,22.6,,,20.7,24.5,3348,,,,Female,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Gender,Female,GEN,FEMALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,24.6,24.6,,,21.0,28.5,653,,35 - 44,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,22.8,22.8,,,20.0,25.9,1072,,45 - 54,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,19.4,19.4,,,17.1,22.0,1393,,55 - 64,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,18.3,18.3,,,16.3,20.4,1903,,65 or older,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,22.9,22.9,,,21.4,24.5,5385,,,,,,Non-Hispanic White,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hispanic,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.1,28.1,,,25.1,31.3,1086,,45 - 54,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,24.3,24.3,,,12.0,43.0,54,,,,,,American Indian/Alaska Native,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,11.2,11.2,,,4.9,23.6,72,,,,,,2 or more races,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q044,VALUE,50,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.1,39.1,,,37.5,40.8,5745,Total,,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Total,Total,OVR,OVERALL
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.2,39.2,,,37.5,40.9,5395,,,,,,Non-Hispanic White,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hispanic,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,36.1,36.1,,,21.9,53.2,54,,,,,,American Indian/Alaska Native,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,30.7,30.7,,,19.3,45.1,71,,,,,,2 or more races,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.6,39.6,,,37.1,42.1,2397,,,,Male,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Gender,Male,GEN,MALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,38.7,38.7,,,36.5,40.9,3348,,,,Female,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Gender,Female,GEN,FEMALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,36.7,36.7,,,32.6,41.0,660,,35 - 44,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.4,39.4,,,36.0,42.9,1073,,45 - 54,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,40.4,40.4,,,37.4,43.5,1392,,55 - 64,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,45.5,45.5,,,42.8,48.2,1903,,65 or older,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q045,VALUE,50,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.3,30.3,,,28.7,31.9,5905,Total,,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Total,Total,OVR,OVERALL
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.1,29.1,,,27.1,31.2,3447,,,,Female,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Gender,Female,GEN,FEMALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.6,31.6,,,29.2,34.1,2458,,,,Male,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Gender,Male,GEN,MALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.2,26.2,,,15.0,41.7,73,,,,,,2 or more races,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.3,30.3,,,26.5,34.4,675,,35 - 44,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.7,25.7,,,23.1,28.5,1456,,55 - 64,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.4,23.4,,,21.3,25.7,1960,,65 or older,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.3,30.3,,,28.7,32.0,5528,,,,,,Non-Hispanic White,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hispanic,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,27.5,27.5,,,14.8,45.2,56,,,,,,American Indian/Alaska Native,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,16.0,16.0,,,6.0,36.1,50,,,,,,Hispanic,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18.9,18.9,,,15.8,22.6,688,,35 - 44,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.5,20.5,,,17.7,23.6,1097,,45 - 54,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21.1,21.1,,,19.2,23.2,2490,,,,Male,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Gender,Male,GEN,MALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.8,23.8,,,21.2,26.6,1474,,55 - 64,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.2,20.2,,,18.9,21.6,5606,,,,,,Non-Hispanic White,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,38.4,38.4,,,25.1,53.6,56,,,,,,American Indian/Alaska Native,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.5,20.5,,,19.2,21.8,5986,Total,,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Total,Total,OVR,OVERALL
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.9,19.9,,,18.3,21.6,3496,,,,Female,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Gender,Female,GEN,FEMALE
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.9,26.9,,,24.6,29.3,1987,,65 or older,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.0,31.0,,,19.0,46.3,73,,,,,,2 or more races,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.3,28.3,,,26.5,30.2,4578,,,,Female,,,"(37.54268067400045, -78.45789046299967)",PA,PA1,Q047,VALUE,51,Gender,Female,GEN,FEMALE
2013,2013,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.2,27.2,,,25.9,28.5,7941,Total,,,,,,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,VALUE,51,Total,Total,OVR,OVERALL
2013,2013,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.1,27.1,,,25.2,29.1,3411,,,,Male,,,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,VALUE,51,Gender,Male,GEN,MALE
2013,2013,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.3,27.3,,,25.6,29.1,4530,,,,Female,,,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,VALUE,51,Gender,Female,GEN,FEMALE
